Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,TotalMinutesActive,Calories
8378563200,4/12/2016,7626,6.050000191,6.050000191,2.253081083,0.8299999833,0.7099999785,4.5,0,65,15,156,723,959,3635
8378563200,4/13/2016,12386,9.819999695,9.819999695,2.092147112,4.960000038,0.6499999762,4.210000038,0,116,14,169,680,979,4079
8378563200,4/14/2016,13318,10.56000042,10.56000042,2.253081083,5.619999886,1.029999971,3.910000086,0,123,21,174,699,1017,4163
8378563200,4/15/2016,14461,11.47000027,11.47000027,0,4.909999847,1.149999976,5.409999847,0,60,23,190,729,1002,3666
8378563200,4/16/2016,11207,8.890000343,8.890000343,0,5.369999886,1.070000052,2.440000057,0,64,21,142,563,790,3363
8378563200,4/17/2016,2132,1.690000057,1.690000057,0,0,0,1.690000057,0,0,0,93,599,692,2572
8378563200,4/18/2016,13630,10.81000042,10.81000042,2.092147112,5.050000191,0.5600000024,5.199999809,0,117,10,174,720,1021,4157
8378563200,4/19/2016,13070,10.35999966,10.35999966,2.253081083,5.300000191,0.8799999952,4.179999828,0,120,19,154,737,1030,4092
8378563200,4/20/2016,9388,7.440000057,7.440000057,2.092147112,2.230000019,0.4399999976,4.78000021,0,82,8,169,763,1022,3787
8378563200,4/21/2016,15148,12.01000023,12.01000023,2.253081083,6.900000095,0.8199999928,4.289999962,0,137,16,145,677,975,4236
8378563200,4/22/2016,12200,9.670000076,9.670000076,2.092147112,4.909999847,0.5899999738,4.179999828,0,113,12,159,769,1053,4044
8378563200,4/23/2016,5709,4.53000021,4.53000021,0,1.519999981,0.5199999809,2.480000019,0,19,10,136,740,905,2908
8378563200,4/24/2016,3703,2.940000057,2.940000057,0,0,0,2.940000057,0,0,0,135,734,869,2741
8378563200,4/25/2016,12405,9.840000153,9.840000153,2.092147112,5.050000191,0.8700000048,3.920000076,0,117,16,141,692,966,4005
8378563200,4/26/2016,16208,12.85000038,12.85000038,0,7.510000229,0.9200000167,4.420000076,0,90,18,161,593,862,3763
8378563200,4/27/2016,7359,5.840000153,5.840000153,0,0.3300000131,0.1800000072,5.329999924,0,4,4,192,676,876,3061
8378563200,4/28/2016,5417,4.300000191,4.300000191,0,0.8999999762,0.4900000095,2.910000086,0,11,10,139,711,871,2884
8378563200,4/29/2016,6175,4.900000095,4.900000095,0,0.25,0.3600000143,4.269999981,0,3,7,172,767,949,2982
8378563200,4/30/2016,2946,2.339999914,2.339999914,0,0,0,2.339999914,0,0,0,121,780,901,2660
8378563200,5/1/2016,11419,9.06000042,9.06000042,0,6.03000021,0.5600000024,2.470000029,0,71,10,127,669,877,3369
8378563200,5/2/2016,6064,4.809999943,4.809999943,2.092147112,0.6299999952,0.1700000018,4.010000229,0,63,4,142,802,1011,3491
8378563200,5/3/2016,8712,6.909999847,6.909999847,2.253081083,1.340000033,1.059999943,4.5,0,71,20,195,822,1108,3784
8378563200,5/4/2016,7875,6.239999771,6.239999771,0,1.559999943,0.4900000095,4.199999809,0,19,10,167,680,876,3110
8378563200,5/5/2016,8567,6.789999962,6.789999962,2.253081083,0.8899999857,0.1599999964,5.739999771,0,66,3,214,764,1047,3783
8378563200,5/6/2016,7045,5.590000153,5.590000153,2.092147112,1.549999952,0.25,3.779999971,0,74,5,166,831,1076,3644
8378563200,5/7/2016,4468,3.539999962,3.539999962,0,0,0,3.539999962,0,0,0,158,851,1009,2799
8378563200,5/8/2016,2943,2.329999924,2.329999924,0,0,0,2.329999924,0,0,0,139,621,760,2685
8378563200,5/9/2016,8382,6.650000095,6.650000095,2.092147112,1.269999981,0.6600000262,4.71999979,0,71,13,171,772,1027,3721
8378563200,5/10/2016,6582,5.21999979,5.21999979,2.253081083,0.6600000262,0.6399999857,3.920000076,0,63,13,152,840,1068,3586
8378563200,5/11/2016,9143,7.25,7.25,2.092147112,1.389999986,0.5899999738,5.269999981,0,72,10,184,763,1029,3788
8378563200,5/12/2016,4561,3.619999886,3.619999886,0,0.6499999762,0.2700000107,2.690000057,0,8,6,102,433,549,1976
8583815059,4/12/2016,5014,3.910000086,3.910000086,0,0,0.3300000131,3.579999924,0,0,7,196,1237,1440,2650
8583815059,4/13/2016,5571,4.349999905,4.349999905,0,0.150000006,0.9700000286,3.230000019,0,2,23,163,1252,1440,2654
8583815059,4/14/2016,3135,2.450000048,2.450000048,0,0,0,2.430000067,0,0,0,134,1306,1440,2443
8583815059,4/15/2016,3430,2.680000067,2.680000067,0,0,0,0.8999999762,0,0,0,65,1375,1440,2505
8583815059,4/16/2016,5319,4.150000095,4.150000095,0,0,0,0,0,0,0,0,1440,1440,2693
8583815059,4/17/2016,3008,2.349999905,2.349999905,0,0,0,0,0,0,0,0,1440,1440,2439
8583815059,4/18/2016,3864,3.00999999,3.00999999,0,0.3100000024,1.059999943,1.350000024,0,4,22,105,1309,1440,2536
8583815059,4/19/2016,5697,4.440000057,4.440000057,0,0.5299999714,0.4799999893,3.440000057,0,7,10,166,1257,1440,2668
8583815059,4/20/2016,5273,4.110000134,4.110000134,0,0,1.039999962,3.069999933,0,0,27,167,1246,1440,2647
8583815059,4/21/2016,8538,6.659999847,6.659999847,0,2.630000114,1.019999981,3.00999999,0,35,18,158,1229,1440,2883
8583815059,4/22/2016,8687,6.78000021,6.78000021,0,0.2899999917,2.410000086,4.079999924,0,4,54,212,1170,1440,2944
8583815059,4/23/2016,9423,7.349999905,7.349999905,0,0.5299999714,2.029999971,4.75,0,7,44,238,1151,1440,3012
8583815059,4/24/2016,8286,6.460000038,6.460000038,0,0.150000006,2.049999952,4.269999981,0,2,44,206,1188,1440,2889
8583815059,4/25/2016,4503,3.50999999,3.50999999,0,1.470000029,0.2399999946,1.809999943,0,18,6,122,1294,1440,2547
8583815059,4/26/2016,10499,8.18999958,8.18999958,0,0.0700000003,4.21999979,3.890000105,0,1,91,214,1134,1440,3093
8583815059,4/27/2016,12474,9.729999542,9.729999542,0,6.599999905,0.2700000107,2.869999886,0,77,5,129,1229,1440,3142
8583815059,4/28/2016,6174,4.820000172,4.820000172,0,0,1.200000048,3.609999895,0,0,28,203,1209,1440,2757
8583815059,4/29/2016,15168,11.82999992,11.82999992,0,3.900000095,3,4.920000076,0,46,67,258,1069,1440,3513
8583815059,4/30/2016,10085,7.869999886,7.869999886,0,0.150000006,1.279999971,6.429999828,0,2,28,317,1093,1440,3164
8583815059,5/1/2016,4512,3.519999981,3.519999981,0,0.7799999714,0.1199999973,2.039999962,0,10,2,117,1311,1440,2596
8583815059,5/2/2016,8469,6.610000134,6.610000134,0,0,0,0,0,0,0,0,1440,1440,2894
8583815059,5/3/2016,12015,9.369999886,9.369999886,0,0,0,0,0,0,0,0,1440,1440,3212
8583815059,5/4/2016,3588,2.799999952,2.799999952,0,0,0,0,0,0,0,0,1440,1440,2516
8583815059,5/5/2016,12427,9.68999958,9.68999958,0,0,0,1.179999948,0,0,0,70,1370,1440,3266
8583815059,5/6/2016,5843,4.559999943,4.559999943,0,0.1400000006,1.190000057,3.230000019,0,2,22,166,1250,1440,2683
8583815059,5/7/2016,6117,4.769999981,4.769999981,0,0,0,4.769999981,0,0,0,250,1190,1440,2810
8583815059,5/8/2016,9217,7.190000057,7.190000057,0,0.2199999988,3.309999943,3.660000086,0,3,72,182,1183,1440,2940
8583815059,5/9/2016,9877,7.699999809,7.699999809,0,5.760000229,0.1700000018,1.730000019,0,66,4,110,1260,1440,2947
8583815059,5/10/2016,8240,6.429999828,6.429999828,0,0.6899999976,2.00999999,3.720000029,0,9,43,162,1226,1440,2846
8583815059,5/11/2016,8701,6.789999962,6.789999962,0,0.3700000048,3.24000001,3.170000076,0,5,71,177,1106,1359,2804
8583815059,5/12/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1440,0
8792009665,4/12/2016,2564,1.639999986,1.639999986,0,0,0,1.639999986,0,0,0,116,831,947,2044
8792009665,4/13/2016,1320,0.8399999738,0.8399999738,0,0,0,0.8399999738,0,0,0,82,806,888,1934
8792009665,4/14/2016,1219,0.7799999714,0.7799999714,0,0,0,0.7799999714,0,0,0,84,853,937,1963
8792009665,4/15/2016,2483,1.590000033,1.590000033,0,0,0,1.590000033,0,0,0,126,937,1063,2009
8792009665,4/16/2016,244,0.1599999964,0.1599999964,0,0,0,0.1599999964,0,0,0,12,1428,1440,1721
8792009665,4/17/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1440,1688
8792009665,4/18/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1440,1688
8792009665,4/19/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1440,1688
8792009665,4/20/2016,3147,2.00999999,2.00999999,0,0,0.2800000012,1.74000001,0,0,10,139,744,893,2188
8792009665,4/21/2016,144,0.09000000358,0.09000000358,0,0,0,0.09000000358,0,0,0,9,1431,1440,1720
8792009665,4/22/2016,4068,2.599999905,2.599999905,0,0.05000000075,0.2800000012,2.269999981,0,1,20,195,817,1033,2419
8792009665,4/23/2016,5245,3.359999895,3.359999895,0,0.1599999964,0.4399999976,2.75,0,8,45,232,795,1080,2748
8792009665,4/24/2016,400,0.2599999905,0.2599999905,0,0.03999999911,0.05000000075,0.1599999964,0,3,8,19,1410,1440,1799
8792009665,4/25/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1440,1688
8792009665,4/26/2016,1321,0.8500000238,0.8500000238,0,0,0,0.8500000238,0,0,0,80,1360,1440,1928
8792009665,4/27/2016,1758,1.129999995,1.129999995,0,0,0,1.129999995,0,0,0,112,900,1012,2067
8792009665,4/28/2016,6157,3.940000057,3.940000057,0,0,0,3.940000057,0,0,0,310,714,1024,2780
8792009665,4/29/2016,8360,5.349999905,5.349999905,0,0.1400000006,0.2800000012,4.929999828,0,6,14,380,634,1034,3101
8792009665,4/30/2016,7174,4.590000153,4.590000153,0,0.3300000131,0.3600000143,3.910000086,0,10,20,301,749,1080,2896
8792009665,5/1/2016,1619,1.039999962,1.039999962,0,0,0,1.039999962,0,0,0,79,834,913,1962
8792009665,5/2/2016,1831,1.169999957,1.169999957,0,0,0,1.169999957,0,0,0,101,916,1017,2015
8792009665,5/3/2016,2421,1.549999952,1.549999952,0,0,0,1.549999952,0,0,0,156,739,895,2297
8792009665,5/4/2016,2283,1.460000038,1.460000038,0,0,0,1.460000038,0,0,0,129,848,977,2067
8792009665,5/5/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1440,1688
8792009665,5/6/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1440,1688
8792009665,5/7/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1440,1688
8792009665,5/8/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1440,1688
8792009665,5/9/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1440,1688
8792009665,5/10/2016,0,0,0,0,0,0,0,0,0,0,0,48,48,57
8877689391,4/12/2016,23186,20.39999962,20.39999962,0,12.22000027,0.3400000036,7.820000172,0,85,7,312,1036,1440,3921
8877689391,4/13/2016,15337,9.579999924,9.579999924,0,3.549999952,0.3799999952,5.639999866,0,108,18,216,1098,1440,3566
8877689391,4/14/2016,21129,18.97999954,18.97999954,0,10.55000019,0.5899999738,7.75,0.01999999955,68,13,298,1061,1440,3793
8877689391,4/15/2016,13422,7.170000076,7.170000076,0,0.05000000075,0.05000000075,7.010000229,0.009999999776,106,1,281,1052,1440,3934
8877689391,4/16/2016,29326,25.29000092,25.29000092,0,13.23999977,1.210000038,10.71000004,0,94,29,429,888,1440,4547
8877689391,4/17/2016,15118,8.869999886,8.869999886,0,0,0.0700000003,8.789999962,0,58,15,307,1060,1440,3545
8877689391,4/18/2016,11423,8.670000076,8.670000076,0,2.440000057,0.2700000107,5.940000057,0,29,5,191,1215,1440,2761
8877689391,4/19/2016,18785,17.39999962,17.39999962,0,12.14999962,0.1800000072,5.03000021,0,82,13,214,1131,1440,3676
8877689391,4/20/2016,19948,18.11000061,18.11000061,0,11.02000046,0.6899999976,6.340000153,0,73,19,225,1123,1440,3679
8877689391,4/21/2016,19377,17.62000084,17.62000084,0,12.28999996,0.4199999869,4.889999866,0,82,13,226,1119,1440,3659
8877689391,4/22/2016,18258,16.30999947,16.30999947,0,10.22999954,0.02999999933,5.96999979,0.05000000075,61,2,236,1141,1440,3427
8877689391,4/23/2016,11200,7.429999828,7.429999828,0,0,0,7.400000095,0.009999999776,102,6,300,1032,1440,3891
8877689391,4/24/2016,16674,15.73999977,15.73999977,0,11.01000023,0.009999999776,4.690000057,0,64,1,227,1148,1440,3455
8877689391,4/25/2016,12986,8.739999771,8.739999771,0,2.369999886,0.0700000003,6.269999981,0.009999999776,113,8,218,1101,1440,3802
8877689391,4/26/2016,11101,8.430000305,8.430000305,0,1.75999999,0.1299999952,6.5,0,22,3,258,1157,1440,2860
8877689391,4/27/2016,23629,20.64999962,20.64999962,0,13.06999969,0.4399999976,7.099999905,0,93,8,235,1104,1440,3808
8877689391,4/28/2016,14890,11.30000019,11.30000019,0,4.929999828,0.3799999952,5.96999979,0,58,8,231,1143,1440,3060
8877689391,4/29/2016,9733,7.389999866,7.389999866,0,1.379999995,0.1700000018,5.789999962,0,18,5,210,1207,1440,2698
8877689391,4/30/2016,27745,26.71999931,26.71999931,0,21.65999985,0.07999999821,4.929999828,0,124,4,223,1089,1440,4398
8877689391,5/1/2016,10930,8.319999695,8.319999695,0,3.130000114,0.5699999928,4.570000172,0,36,12,166,1226,1440,2786
8877689391,5/2/2016,4790,3.640000105,3.640000105,0,0,0,3.559999943,0,0,0,105,1335,1440,2189
8877689391,5/3/2016,10818,8.210000038,8.210000038,0,1.389999986,0.1000000015,6.670000076,0.009999999776,19,3,229,1189,1440,2817
8877689391,5/4/2016,18193,16.29999924,16.29999924,0,10.42000008,0.3100000024,5.53000021,0,66,8,212,1154,1440,3477
8877689391,5/5/2016,14055,10.67000008,10.67000008,0,5.460000038,0.8199999928,4.369999886,0,67,15,188,1170,1440,3052
8877689391,5/6/2016,21727,19.34000015,19.34000015,0,12.78999996,0.2899999917,6.159999847,0,96,17,232,1095,1440,4015
8877689391,5/7/2016,12332,8.130000114,8.130000114,0,0.07999999821,0.9599999785,6.989999771,0,105,28,271,1036,1440,4142
8877689391,5/8/2016,10686,8.109999657,8.109999657,0,1.080000043,0.200000003,6.800000191,0,17,4,245,1174,1440,2847
8877689391,5/9/2016,20226,18.25,18.25,0,11.10000038,0.8000000119,6.239999771,0.05000000075,73,19,217,1131,1440,3710
8877689391,5/10/2016,10733,8.149999619,8.149999619,0,1.350000024,0.4600000083,6.28000021,0,18,11,224,1187,1440,2832
8877689391,5/11/2016,21420,19.55999947,19.55999947,0,13.22000027,0.4099999964,5.889999866,0,88,12,213,1127,1440,3832
8877689391,5/12/2016,8064,6.119999886,6.119999886,0,1.820000052,0.03999999911,4.25,0,23,1,137,770,931,1849
